Combination,Q2_0A,Q2_1A,Q2_2A,Q2_3A,Q2_5A,Q2_8A,Q2_0B,Q2_1B,Q2_2B,Q2_3B,Q2_5B,Q2_8B,TR_Pro,Core_pro_design,1st_UAS,2nd_UAS,3rd_UAS,miu_Lib_0A,reads_sum_0A,miu_Lib_0B,reads_sum_0B,miu_Lib_1A,reads_sum_1A,miu_Lib_1B,reads_sum_1B,miu_Lib_2A,reads_sum_2A,miu_Lib_2B,reads_sum_2B,miu_Lib_3A,reads_sum_3A,miu_Lib_3B,reads_sum_3B,miu_Lib_5A,reads_sum_5A,miu_Lib_5B,reads_sum_5B,miu_Lib_8A,reads_sum_8A,miu_Lib_8B,reads_sum_8B,miu_Lib_0,miu_Lib_1,miu_Lib_2,miu_Lib_3,miu_Lib_5,miu_Lib_8
pEXG1-N30_OP-UAS_CAF,1104,1701,3108,2837,1146,1983,844,826,2443,2319,717,1750,pEXG1,N30_OP,C,A,F,-0.2264674383928868,19896,-0.23541372071330485,18976,-0.12298334159659303,31488,-0.157229238682818,23992,-0.04928386024393454,24804,-0.05045483711829388,21248,0.00013674893907996387,24492,-0.017349661815578732,22369,0.06740286916347768,27927,0.06848685735010758,24397,0.07496417885840985,19019,0.0585453894265507,26859,-0.23094057955309583,-0.14010629013970552,-0.04986934868111421,-0.008606456438249383,0.06794486325679264,0.06675478414248028
pEXG1-N30_OP-UAS_CBA,243,356,577,451,224,642,230,107,358,382,588,299,pEXG1,N30_OP,C,B,A,-0.504707356683736,3745,-0.477786171657285,3297,-0.43806994572193464,4866,-0.4337495465409707,4870,-0.3474485513647915,4307,-0.3595014337565987,4182,-0.3138402917959772,3454,-0.3030514351692173,3880,-0.26500558461481966,4274,-0.2401197223369469,5158,-0.24054794968910745,4202,-0.2574253799538378,4147,-0.4912467641705105,-0.43590974613145267,-0.35347499256069514,-0.3084458634825973,-0.25256265347588325,-0.24898666482147264
pEXG1-N30_OP-UAS_CBB,5,0,33,2,4,43,0,2,2,2,0,34,pEXG1,N30_OP,C,B,B,-0.7153413243691463,306,-0.6282310532445406,233,-0.6554521651789311,353,-0.4210513473636608,128,-0.6467951927874767,173,-0.6766154198993158,147,-0.6653375843291117,268,-0.7290059359214366,131,-0.7041123208106549,225,-0.45565432959135255,212,-0.5128069085246086,189,-0.6163735626073795,145,-0.6717861888068435,-0.538251756271296,-0.6617053063433962,-0.6971717601252742,-0.5798833252010037,-0.5645902355659941
pEXG1-N30_OP-UAS_CBC,3207,3388,6409,8285,4095,5439,2414,1727,4767,4567,3216,4200,pEXG1,N30_OP,C,B,C,0.05988248922664572,38404,0.05187962420095906,34630,0.12606498762112747,43925,0.11718995540260704,54999,0.24394729054117675,32114,0.22270833209487592,29945,0.2679670082880692,32108,0.2832702936184488,32566,0.3485622407790526,34051,0.3086499399352025,34890,0.35064261616013565,20552,0.3404874650323964,34674,0.05588105671380239,0.12162747151186726,0.23332781131802632,0.275618650953259,0.32860609035712757,0.345565040596266
pEXG1-N30_OP-UAS_CBD,672,751,1183,1707,1077,480,568,143,1672,900,789,238,pEXG1,N30_OP,C,B,D,-0.6985921712571403,7535,-0.6913101814727973,6283,-0.5868813969124584,6967,-0.6574705805121469,8119,-0.5339439814693938,7262,-0.5425785290620412,6446,-0.4754632412740145,5934,-0.489003937098173,5146,-0.43194282928055394,7988,-0.446609578985103,8572,-0.38321028904178495,7752,-0.4585585553701378,6161,-0.6949511763649688,-0.6221759887123026,-0.5382612552657176,-0.48223358918609377,-0.4392762041328285,-0.42088442220596134
pEXG1-N30_OP-UAS_CBE,111,79,137,102,24,139,35,59,89,24,28,142,pEXG1,N30_OP,C,B,E,-0.49769138728868273,1152,-0.507095853955457,1003,-0.4337716681440225,1548,-0.48467874137853856,1861,-0.3891570127542736,1365,-0.35613999419792536,1414,-0.3370248082209748,1159,-0.36262958377666676,1302,-0.359976621795115,1677,-0.31310277832238376,1782,-0.2584366560086709,1481,-0.33482077675990124,1198,-0.5023936206220698,-0.45922520476128054,-0.37264850347609946,-0.3498271959988208,-0.3365397000587494,-0.29662871638428606
pEXG1-N30_OP-UAS_CBF,2097,3304,5307,5298,1208,4402,2043,1611,5490,2603,2137,4187,pEXG1,N30_OP,C,B,F,-0.7290722615377354,59188,-0.7158584501180774,55757,-0.6751835859487895,64698,-0.6757381643158175,68652,-0.6062804257780271,48306,-0.5979632786093866,42857,-0.584111995438305,39799,-0.5541765397059678,33067,-0.4925401378978211,45094,-0.5051953478314163,49957,-0.4544662341442448,43440,-0.5074829694474156,31633,-0.7224653558279064,-0.6754608751323035,-0.6021218521937068,-0.5691442675721364,-0.49886774286461866,-0.4809746017958302
pEXG1-N30_OP-UAS_CCA,34,26,52,38,19,19,11,5,15,16,8,5,pEXG1,N30_OP,C,C,A,0.016195191256685997,337,-0.010756546844051508,358,0.048142621494436974,238,0.08404540434622403,249,0.16305941093737614,162,0.05209147987145969,138,0.19071579518294712,163,0.11643343779781087,147,0.21758336436588296,161,0.15089847144513546,205,0.23166836386601872,101,0.21899687977102394,188,0.0027193222063172443,0.0660940129203305,0.10757544540441791,0.153574616490379,0.18424091790550923,0.22533262181852132
pEXG1-N30_OP-UAS_CCC,36310,45180,86844,84345,37974,50732,27919,19504,67237,62877,39475,57189,pEXG1,N30_OP,C,C,C,0.09205011582444993,487128,0.062160707572233936,463922,0.25009173800082046,557185,0.21099799292775961,655148,0.38224483894795774,433600,0.36873358973564735,390145,0.38737721532806285,456531,0.38686874750893907,485793,0.46888472350987453,632486,0.41227981713806217,564820,0.477937500734579,404295,0.44180266540250984,634341,0.07710541169834192,0.23054486546429004,0.37548921434180255,0.387122981418501,0.44058227032396835,0.45987008306854443
pEXG1-N30_OP-UAS_CCD,99,162,266,394,87,115,61,11,382,128,101,280,pEXG1,N30_OP,C,C,D,-0.20266116105491883,1322,-0.2506331967285104,1609,-0.23403884422298116,1287,-0.21991040400723927,1765,-0.09044766451382877,1197,-0.048566518857999244,1009,-0.10926248218055243,1383,-0.0771528641558848,1143,-0.001663677814638942,1006,-0.01007329509830276,1321,-0.05932950701189956,850,-0.018600780865777225,1390,-0.22664717889171462,-0.2269746241151102,-0.06950709168591401,-0.09320767316821862,-0.005868486456470851,-0.03896514393883839
pEXG1-N30_OP-UAS_CCE,17,22,33,18,1,19,7,0,19,15,3,21,pEXG1,N30_OP,C,C,E,0.05587741972066239,168,-0.08440728516944995,239,0.17787055549892095,284,0.09833061285926974,292,0.18668446548807466,227,0.34339390668258174,163,0.3070739421897871,275,0.3242287240011582,235,0.41274271777206045,348,0.33247825973998746,358,0.4911499827691546,300,0.380044280729442,362,-0.014264932724393782,0.13810058417909535,0.26503918608532817,0.31565133309547266,0.372610488756024,0.4355971317492983
pEXG1-N30_OP-UAS_CCF,448,495,475,504,876,447,246,136,444,448,292,894,pEXG1,N30_OP,C,C,F,-0.6021428520982302,5901,-0.5649892529312044,4670,-0.48508938560962617,6672,-0.5106052128639039,6725,-0.3797140993696306,5309,-0.3886966820370929,5466,-0.35579676646719904,5296,-0.34875680953581983,5039,-0.2952541985045191,6118,-0.2918814261962543,6369,-0.2717526190324625,5571,-0.22519211781001444,5374,-0.5835660525147173,-0.4978472992367651,-0.38420539070336174,-0.3522767880015094,-0.2935678123503867,-0.2484723684212385
pEXG1-N30_OP-UAS_CDA,16,39,72,2,12,17,9,2,16,30,18,17,pEXG1,N30_OP,C,D,A,-0.14606942044322374,273,-0.14747223239965346,330,-0.07052149484999458,340,-0.11266766242646678,373,0.020509529829112402,346,-0.09339764539781815,271,-0.04154479015124374,305,-0.012512988810157395,340,-0.0044227467970003875,301,0.09203883491151107,231,0.07718391498642004,196,-0.01504799449840788,368,-0.1467708264214386,-0.09159457863823067,-0.036444057784352876,-0.027028889480700567,0.043808044057255344,0.031067960244006078
pEXG1-N30_OP-UAS_CDC,842,1048,1994,1463,1284,1030,722,136,1955,1133,821,1797,pEXG1,N30_OP,C,D,C,0.1443870177992305,10440,0.15403613564900906,8955,0.27488766003176124,12421,0.26027118723165843,12380,0.4088829549546678,11171,0.39765049630523985,8440,0.469778582940413,12122,0.42878494259313565,12173,0.5724367271965544,17933,0.493249020328466,15272,0.5826953495799526,11875,0.541810946347698,16542,0.14921157672411978,0.26757942363170983,0.4032667256299538,0.44928176276677434,0.5328428737625102,0.5622531479638253
pEXG1-N30_OP-UAS_CDD,295,525,1059,671,937,263,316,16,192,365,522,131,pEXG1,N30_OP,C,D,D,-0.37287626201144064,5124,-0.40245703443679287,3740,-0.2991428617734133,6349,-0.3105307824120679,6061,-0.2324328780771895,6586,-0.19426099594493176,5039,-0.17065859662663568,5981,-0.1383850311540656,5785,-0.10513068804951399,6602,-0.1259059723275299,6723,-0.09767173732763028,5192,-0.1327818820637048,6171,-0.3876666482241168,-0.3048368220927406,-0.2133469370110606,-0.15452181389035063,-0.11551833018852195,-0.11522680969566754
pEXG1-N30_OP-UAS_CDE,79,70,262,213,84,440,74,108,188,451,68,111,pEXG1,N30_OP,C,D,E,-0.10150692024202854,1150,-0.20966540491967378,1171,-0.05993932352360083,1602,-0.06530296349869175,2070,0.09610979774229213,1546,0.015432888442303604,1509,0.027349247553709512,1535,0.05032102745293663,1648,0.12033518758602976,2399,0.07339376630289356,1878,0.0852048592235969,1465,0.11986016092297112,1912,-0.15558616258085117,-0.06262114351114628,0.055771343092297865,0.03883513750332307,0.09686447694446165,0.10253251007328401
pEXG1-N30_OP-UAS_CDF,841,1114,1839,2280,1038,1085,925,499,1288,1735,1070,1369,pEXG1,N30_OP,C,D,F,-0.4620062789133287,12851,-0.4463995755123147,11209,-0.3243848538386153,17781,-0.36700472588226846,18526,-0.25717097104943165,17498,-0.22679360134511004,16407,-0.21271323212582027,15000,-0.1955591370110922,15884,-0.15166509420399046,20333,-0.16558714293027502,19166,-0.16495806797490375,16366,-0.1200629801396871,18011,-0.4542029272128217,-0.3456947898604419,-0.24198228619727086,-0.20413618456845622,-0.15862611856713274,-0.14251052405729542
pEXG1-N30_OP-UAS_CEA,54,91,41,580,85,46,79,18,70,1001,94,189,pEXG1,N30_OP,C,E,A,-0.12726226394648166,933,-0.17156852813994172,1091,-0.042638735619916435,1112,-0.008783276004685456,1667,0.08081608364855261,1023,0.03497349068698423,1088,0.09272771103188665,1239,0.06744246532341486,802,0.11108075341773949,1554,0.09862667507283265,1407,0.1498646373637914,810,0.06608598499536829,1292,-0.1494153960432117,-0.025711005812300944,0.05789478716776842,0.08008508817765075,0.10485371424528607,0.10797531117957984
pEXG1-N30_OP-UAS_CEC,245,307,722,952,171,616,221,26,994,518,440,448,pEXG1,N30_OP,C,E,C,0.11747268095313027,4691,0.12360481289149913,4695,0.23485405937990542,6086,0.23402957541248864,6368,0.38980660373445475,5194,0.34746955340184404,4245,0.4388119848050874,5721,0.3831272632891495,6872,0.5297737666841026,8303,0.43926751196889424,6888,0.5528506419697184,5617,0.4880749405867949,7256,0.1205387469223147,0.23444181739619702,0.3686380785681494,0.41096962404711845,0.4845206393264984,0.5204627912782567
pEXG1-N30_OP-UAS_CED,86,44,113,96,26,43,43,7,28,564,20,34,pEXG1,N30_OP,C,E,D,-0.19591370818899131,814,-0.196601473646035,632,-0.18235901189870188,750,-0.17669557059852303,821,-0.06616345208828862,582,-0.06298373054678552,799,-0.04644940720170786,769,-0.06360064837651198,646,0.015845556266480335,1078,0.012354101429607734,967,0.08058598544530289,752,0.03964418308345403,760,-0.19625759091751316,-0.17952729124861244,-0.06457359131753707,-0.05502502778910992,0.014099828848044034,0.06011508426437846
pEXG1-N30_OP-UAS_CEE,30,22,94,130,27,30,8,4,309,75,119,153,pEXG1,N30_OP,C,E,E,-0.3202113161855483,707,-0.30187224886089437,721,-0.29785616480519733,1262,-0.1947017850551232,985,-0.14989183586928062,949,-0.1599167224720225,1020,-0.17600773390987068,825,-0.21146188775653132,1201,-0.12497089243154898,1412,-0.12250009330934986,943,-0.0893051811558982,1045,-0.12809654638536686,1077,-0.31104178252322134,-0.24627897493016027,-0.15490427917065155,-0.193734810833201,-0.12373549287044941,-0.10870086377063252
pEXG1-N30_OP-UAS_CEF,178,309,648,795,159,211,155,43,326,141,560,410,pEXG1,N30_OP,C,E,F,-0.25460872811860885,3430,-0.23611717308417224,3755,-0.17720490831725086,7074,-0.21274985677421546,5110,-0.07329541539263301,5401,-0.08783279444348109,4051,-0.0847427487591781,4664,-0.04534150294075524,5502,0.027932033390397175,7353,-0.005992851989475818,6116,0.023120850272766804,4375,-0.006627511170258234,5653,-0.24536295060139054,-0.19497738254573316,-0.08056410491805704,-0.06504212584996667,0.010969590700460679,0.008246669551254285
pEXG1-N30_OP-UAS_CFA,50,158,287,150,16,95,57,6,330,78,109,35,pEXG1,N30_OP,C,F,A,-0.20862756281531245,1513,-0.2586001863961408,1737,-0.15267692436127106,2835,-0.20988298147378295,2411,-0.061249293937239366,1889,-0.06613102558554872,2004,-0.0399620208182666,1857,-0.04140178040870591,2077,0.015278913773927186,2419,-0.0013706294698236643,2250,0.09110968798413835,1321,0.09381739116410373,1989,-0.23361387460572663,-0.18127995291752702,-0.06369015976139404,-0.040681900613486255,0.006954142152051761,0.09246353957412104
pEXG1-N30_OP-UAS_CFB,23,9,24,16,7,17,10,1,12,14,12,14,pEXG1,N30_OP,C,F,B,-0.10825819604485337,302,-0.038024614416052066,353,0.04703319627958698,167,-0.03330532830550894,291,0.1743679004509345,150,0.08293140281654444,175,0.14296488677210697,201,0.1464047026087622,135,0.2020068541182431,188,0.22345928313466507,201,0.25514395523193834,152,0.2606599661785012,264,-0.07314140523045272,0.006863933987039019,0.12864965163373948,0.1446847946904346,0.21273306862645408,0.25790196070521976
pEXG1-N30_OP-UAS_CFC,8597,11302,22315,22849,11679,18435,8726,6055,21832,23044,12429,18330,pEXG1,N30_OP,C,F,C,0.07019457447990346,132541,0.034500685132125467,133045,0.14880869206918435,170038,0.11851956351299239,215374,0.28085208554686664,123359,0.25364445702498295,123143,0.3081614042599237,119554,0.30212524708354804,137713,0.3844165722886342,135056,0.34517657996718915,141241,0.38712036490995944,78327,0.37508144332408333,138198,0.05234762980601446,0.13366412779108838,0.26724827128592477,0.30514332567173585,0.36479657612791166,0.38110090411702136
pEXG1-N30_OP-UAS_CFD,397,652,1180,1224,427,1059,394,1146,1948,558,541,846,pEXG1,N30_OP,C,F,D,-0.5176800750945975,8399,-0.5162126819427213,7118,-0.4076251651600544,8606,-0.4482579742431712,10674,-0.3343106694151682,8649,-0.3068123518400351,8135,-0.2991348030121044,7717,-0.27485313391034083,8592,-0.21512382821888235,9452,-0.22502625721149616,11252,-0.1825366334963959,8992,-0.21688523871019386,8221,-0.5169463785186594,-0.4279415697016128,-0.32056151062760163,-0.2869939684612226,-0.22007504271518924,-0.19971093610329488
pEXG1-N30_OP-UAS_CFE,22,78,36,283,85,35,21,391,79,35,79,45,pEXG1,N30_OP,C,F,E,-0.4045865611997978,706,-0.44071183267537,678,-0.2674939869161774,1115,-0.29570561695614905,1235,-0.244502654494335,1052,-0.3162282975717161,1319,-0.21210046189601964,868,-0.1811565884578899,1088,-0.14290691767339594,1319,-0.1882680612761935,1319,-0.10238604866104525,1025,-0.1466587480842866,854,-0.4226491969375839,-0.2815998019361632,-0.28036547603302553,-0.19662852517695478,-0.16558748947479474,-0.12452239837266593
pEXG1-N30_OP-UAS_CFF,198,424,555,272,111,320,194,42,651,249,147,257,pEXG1,N30_OP,C,F,F,-0.512526661273948,3965,-0.5056056136379146,3735,-0.39257047488934815,4998,-0.3954152106555155,4778,-0.28868837800841596,4314,-0.25639989949403574,4498,-0.26154806754761817,4199,-0.2086414034672585,3799,-0.20814336455852672,4668,-0.20519669877427985,4499,-0.16579849974951313,4233,-0.15263443037065125,4590,-0.5090661374559313,-0.39399284277243185,-0.27254413875122585,-0.23509473550743834,-0.2066700316664033,-0.1592164650600822
pEXG1-N30_OP-UAS_DAC,1702,1482,3695,2263,1702,1320,1007,392,1848,2354,1510,1373,pEXG1,N30_OP,D,A,C,0.15196612937890702,18699,0.12197200439330788,17299,0.28415488061768807,20831,0.24651425214386766,22213,0.3950800769484952,16451,0.3781755224075103,13113,0.42662765017185017,16997,0.3808202988651805,16756,0.5064444403154404,25954,0.43846045588398863,21973,0.5315424831312815,17714,0.5020545251147915,26153,0.13696906688610744,0.26533456638077785,0.38662779967800276,0.4037239745185153,0.47245244809971454,0.5167985041230365
pEXG1-N30_OP-UAS_DAD,743,404,1483,1258,150,568,407,1163,487,325,452,509,pEXG1,N30_OP,D,A,D,-0.3493210330098584,7760,-0.33903126659680066,6831,-0.2174245397155904,9786,-0.268529578636132,9351,-0.15564388754905786,9297,-0.17021011405691142,9115,-0.10997420135648436,8766,-0.13898764621979806,8477,-0.039535627156675066,11857,-0.0895466846051359,10128,-0.007682933165200781,7238,-0.06756257941763096,10199,-0.34417614980332956,-0.2429770591758612,-0.16292700080298464,-0.12448092378814121,-0.06454115588090548,-0.03762275629141587
pEXG1-N30_OP-UAS_DAE,16,46,75,185,26,42,19,7,12,323,91,62,pEXG1,N30_OP,D,A,E,-0.30868409423568577,515,-0.2726078902690967,793,-0.18651205256178144,1039,-0.23858562721626617,1365,-0.14058998265260303,862,-0.13465959995719465,910,-0.13641558909175305,813,-0.13386615310282102,1242,-0.06180573101513196,1311,-0.07315020746155407,955,-0.09206045459883945,804,-0.10472873271531861,1131,-0.29064599225239124,-0.2125488398890238,-0.13762479130489885,-0.13514087109728704,-0.06747796923834301,-0.09839459365707903
pEXG1-N30_OP-UAS_DAF,1157,1323,2819,2377,837,1158,1016,716,2970,1311,1413,1061,pEXG1,N30_OP,D,A,F,-0.155631691404301,19150,-0.16002312766464055,21935,-0.051277319931810394,29095,-0.062150589570766204,27707,0.05496225733246696,23520,0.038010980631436014,22577,0.07610514816652579,23485,0.05767045704985836,22663,0.12224925862594996,28455,0.11342973500031771,24593,0.15064289494058272,17896,0.12959001496028977,26350,-0.15782740953447078,-0.0567139547512883,0.046486618981951486,0.06688780260819208,0.11783949681313383,0.14011645495043623
pEXG1-N30_OP-UAS_DBA,296,291,691,695,445,297,203,5,644,79,165,316,pEXG1,N30_OP,D,B,A,-0.26957862892265483,4141,-0.27370273033565906,4812,-0.19360500999977143,5878,-0.2080898212063088,5904,-0.12119077528224945,5981,-0.13841065562890592,5584,-0.10001800860248104,6188,-0.10465912656120147,5574,-0.019061619209285775,6781,-0.06795041461581833,7190,-0.0014726843832015661,5407,-0.061007964338872914,5681,-0.27164067962915694,-0.20084741560304012,-0.1298007154555777,-0.10233856758184126,-0.04350601691255205,-0.03124032436103724
pEXG1-N30_OP-UAS_DBC,369,684,870,1248,456,978,468,214,1262,124,454,473,pEXG1,N30_OP,D,B,C,0.09637316927593198,7530,0.0655054332203741,6766,0.1869307165993212,8596,0.17889326587322144,11622,0.3115764728613403,6957,0.2791471677557209,5727,0.3302042178671481,5947,0.31690269718077424,6658,0.39092267740120024,7881,0.36488670492768654,6782,0.3838260982556323,4509,0.40356083916279584,7353,0.08093930124815304,0.18291199123627133,0.29536182030853064,0.32355345752396114,0.37790469116444336,0.39369346870921407
pEXG1-N30_OP-UAS_DBD,627,837,1188,679,704,582,440,30,1234,175,427,371,pEXG1,N30_OP,D,B,D,-0.36531240381261787,8102,-0.37763396281570544,7864,-0.27938903970256485,10905,-0.29925889677048284,11253,-0.23663015685420388,10201,-0.21284620297207157,9222,-0.16510397896608142,10298,-0.19022555326128235,10133,-0.12242223597382418,11597,-0.14314047972701333,13094,-0.09319725857368838,8779,-0.12166907655380849,11965,-0.3714731833141617,-0.28932396823652384,-0.22473817991313771,-0.17766476611368187,-0.13278135785041875,-0.10743316756374843
pEXG1-N30_OP-UAS_DBE,63,110,139,51,19,225,29,3,458,15,101,52,pEXG1,N30_OP,D,B,E,-0.252243768115262,833,-0.2740713723306946,736,-0.15114436067816903,1367,-0.18376706473973223,1459,-0.1451140320966092,1490,-0.13841819995790902,1230,-0.10071250349410063,929,-0.12476593101645547,1399,-0.05798421287790318,1669,-0.09807829515892626,1420,-0.05528940885081882,1161,-0.06984094525449196,1275,-0.2631575702229783,-0.16745571270895063,-0.1417661160272591,-0.11273921725527805,-0.07803125401841472,-0.0625651770526554
pEXG1-N30_OP-UAS_DBF,749,1272,2265,2523,983,1024,766,582,2203,1520,934,2116,pEXG1,N30_OP,D,B,F,-0.3873702932910179,16307,-0.3794172444817379,13766,-0.2665685109386356,28239,-0.28413593910568363,21347,-0.18641996570955857,24409,-0.19788054510155415,20677,-0.14751771742546338,22128,-0.16295657182384876,22971,-0.08550528336116454,30316,-0.1283652476885234,26251,-0.07651311172143152,20957,-0.08471715431470911,23663,-0.3833937688863779,-0.2753522250221596,-0.19215025540555636,-0.15523714462465607,-0.10693526552484398,-0.08061513301807031
pEXG1-N30_OP-UAS_DCA,36,83,74,12,6,69,9,6,50,3,1,45,pEXG1,N30_OP,D,C,A,-0.2607660981428292,452,-0.25916241826847985,514,-0.13383720287030848,471,-0.11712855700649222,527,-0.1222851242172836,427,-0.06278487446625708,570,-0.056969990352789476,536,-0.09873107163869302,442,0.016726673657504285,713,0.034891557235160395,549,0.07148432397070859,460,-0.06341574343712666,819,-0.2599642582056545,-0.12548287993840035,-0.09253499934177034,-0.07785053099574124,0.02580911544633234,0.00403429026679096
pEXG1-N30_OP-UAS_DCC,592,890,1050,2143,877,431,447,419,766,414,342,820,pEXG1,N30_OP,D,C,C,0.09661807738347403,7425,0.07151873796369632,7723,0.19729775426968185,8855,0.15807953900637745,10437,0.2950392584697377,7017,0.28556051578252895,7005,0.32410431256991395,7388,0.3324438001124533,8868,0.39184727465397895,8524,0.3714113037441616,8111,0.38599216333038505,4495,0.39874705256246223,8400,0.08406840767358517,0.17768864663802963,0.2902998871261333,0.3282740563411836,0.38162928919907024,0.3923696079464236
pEXG1-N30_OP-UAS_DCD,869,799,1837,914,579,953,602,510,1148,1002,444,869,pEXG1,N30_OP,D,C,D,-0.26184929720999783,9430,-0.26957571390363483,10354,-0.1715018083230937,14938,-0.20098517278656264,13861,-0.07777985137598191,14209,-0.09343498950097233,14150,-0.06676497813771573,12980,-0.03633990488913138,12068,0.01449980052875761,14644,0.007419788649883885,13676,0.047004090508299436,11505,0.026517429717045876,15379,-0.26571250555681636,-0.18624349055482817,-0.08560742043847712,-0.05155244151342356,0.010959794589320747,0.03676076011267265
pEXG1-N30_OP-UAS_DCE,65,51,157,21,271,199,11,1,30,4,7,11,pEXG1,N30_OP,D,C,E,-0.05764293512209926,475,-0.07802891098314224,679,0.025673818089137115,846,0.011479054021747502,830,0.1355438230226303,684,0.15794634808636357,872,0.17462044825468542,753,0.1449895705788837,966,0.14704666426453075,841,0.14634143066623792,952,0.16048392316367988,789,0.19494275552437199,862,-0.06783592305262075,0.01857643605544231,0.14674508555449695,0.15980500941678455,0.14669404746538434,0.17771333934402594
pEXG1-N30_OP-UAS_DCF,393,341,810,801,126,492,144,333,450,243,254,307,pEXG1,N30_OP,D,C,F,-0.48132974865861866,4115,-0.4728358429728469,3343,-0.3358145747885725,5139,-0.3510681529078471,5351,-0.30644051846763665,5224,-0.27088602133747863,4688,-0.22724065874665086,4617,-0.2718297231085019,4720,-0.16559258685791817,5872,-0.21333134503654766,6096,-0.1515173801961599,5330,-0.21481882400045516,5420,-0.47708279581573276,-0.3434413638482098,-0.28866326990255764,-0.24953519092757637,-0.1894619659472329,-0.18316810209830753
pEXG1-N30_OP-UAS_DDA,30,37,98,19,19,30,6,1,43,7,35,27,pEXG1,N30_OP,D,D,A,-0.24919627938256667,601,-0.22899801328959296,576,-0.15076444472515477,834,-0.16871335848331948,725,-0.15204444081259633,677,-0.1043002910032416,699,-0.10513459037545492,691,-0.052810816636127196,788,-0.010878265181410982,746,-0.10331096118521857,685,0.03444857798617774,429,-0.019541098902557473,548,-0.2390971463360798,-0.15973890160423712,-0.12817236590791897,-0.07897270350579105,-0.057094613183314775,0.007453739541810132
pEXG1-N30_OP-UAS_DDC,1220,960,1752,2712,420,797,790,122,1754,864,1133,383,pEXG1,N30_OP,D,D,C,0.13393860191694376,13134,0.1241215078218241,10974,0.26673123844690394,13533,0.24338302547905552,14222,0.4184320630914383,11658,0.37797563530759426,8357,0.43227969862379384,11358,0.39812532954127483,10751,0.5108463500934199,16410,0.4404623164720787,14074,0.5315462311353446,10271,0.48686791649305333,14731,0.12903005486938393,0.25505713196297974,0.3982038491995163,0.41520251408253434,0.4756543332827493,0.5092070738141989
pEXG1-N30_OP-UAS_DDD,552,520,635,678,594,131,376,14,635,452,492,51,pEXG1,N30_OP,D,D,D,-0.4356648735962602,4915,-0.43895402261384575,4060,-0.3322221461728897,6212,-0.3892720696839653,5855,-0.27752964983572165,6573,-0.27651256309797356,6351,-0.25267265213419043,5858,-0.2533313511080948,5832,-0.16414784757713863,7885,-0.18996745982097757,9794,-0.1665171285208354,6918,-0.17239339248975022,7328,-0.437309448105053,-0.3607471079284275,-0.27702110646684763,-0.2530020016211426,-0.1770576536990581,-0.1694552605052928
pEXG1-N30_OP-UAS_DDF,492,656,1081,1788,414,633,431,45,1237,669,712,438,pEXG1,N30_OP,D,D,F,-0.540813213676148,7804,-0.5308675134475503,6725,-0.4159236822899844,10816,-0.44327009377678006,10803,-0.3312212742625432,11071,-0.3580346905660798,9119,-0.29317181646288176,8555,-0.3148884716269682,10223,-0.23313077145840894,11856,-0.25426584128478064,12246,-0.2120645191150318,10049,-0.23297678080879095,9104,-0.5358403635618492,-0.42959688803338225,-0.3446279824143115,-0.304030144044925,-0.2436983063715948,-0.22252064996191137
pEXG1-N30_OP-UAS_DEA,712,886,1298,2519,881,686,514,180,869,733,585,362,pEXG1,N30_OP,D,E,A,-0.2758824929739586,8280,-0.3028641981134912,7668,-0.2049147216084091,13478,-0.22652783216500802,9601,-0.1480943135431631,11955,-0.17897712402222032,10054,-0.11631830412482752,10308,-0.15379772166656264,10648,-0.05364992846553252,12546,-0.08672974503666918,11893,-0.0488760935477941,9564,-0.061358665302678965,10605,-0.2893733455437249,-0.21572127688670856,-0.1635357187826917,-0.13505801289569508,-0.07018983675110085,-0.055117379425236535
pEXG1-N30_OP-UAS_DEC,556,740,1112,1620,143,451,513,260,1039,639,556,886,pEXG1,N30_OP,D,E,C,0.08448403184254516,6859,0.08417405228595919,7324,0.18972565802730287,9444,0.16100677823389725,11835,0.3125783416760987,7143,0.289946064087525,5797,0.328428344690444,6934,0.3309390878774549,7122,0.38411496267475265,8305,0.33825147410103207,7628,0.3861743312446819,4728,0.406530312339175,7925,0.08432904206425218,0.17536621813060005,0.3012622028818118,0.32968371628394944,0.36118321838789236,0.3963523217919285
pEXG1-N30_OP-UAS_DED,540,834,1260,1235,186,962,486,402,1042,1155,967,616,pEXG1,N30_OP,D,E,D,-0.5250798979694666,8271,-0.5430678894331633,7275,-0.45611632669402413,11030,-0.4835020219264302,10299,-0.40120747954047903,9462,-0.37909675739530346,8644,-0.33325266093077627,8592,-0.3530895044000511,8244,-0.28987435669707473,10409,-0.29128827223585696,11145,-0.25976072559343044,9843,-0.2643496202392986,7779,-0.534073893701315,-0.4698091743102272,-0.3901521184678912,-0.3431710826654137,-0.29058131446646585,-0.2620551729163645
pEXG1-N30_OP-UAS_DEF,259,227,495,161,369,207,148,97,101,53,124,321,pEXG1,N30_OP,D,E,F,-0.4877984252023344,2830,-0.4807090198667522,2124,-0.3731662543620944,3767,-0.4245741931520973,3372,-0.3341868043156552,4163,-0.2974926011261545,2969,-0.25120598760988255,3062,-0.2791371845887571,3702,-0.221224452970457,3908,-0.25746080504741253,4026,-0.19955230284750752,3479,-0.23693341164778706,3139,-0.4842537225345433,-0.39887022375709585,-0.31583970272090484,-0.2651715860993198,-0.23934262900893477,-0.2182428572476473
