Combination,Q2_0A,Q2_1A,Q2_2A,Q2_3A,Q2_5A,Q2_8A,Q2_0B,Q2_1B,Q2_2B,Q2_3B,Q2_5B,Q2_8B,TR_Pro,Core_pro_design,1st_UAS,2nd_UAS,3rd_UAS,miu_Lib_0A,reads_sum_0A,miu_Lib_0B,reads_sum_0B,miu_Lib_1A,reads_sum_1A,miu_Lib_1B,reads_sum_1B,miu_Lib_2A,reads_sum_2A,miu_Lib_2B,reads_sum_2B,miu_Lib_3A,reads_sum_3A,miu_Lib_3B,reads_sum_3B,miu_Lib_5A,reads_sum_5A,miu_Lib_5B,reads_sum_5B,miu_Lib_8A,reads_sum_8A,miu_Lib_8B,reads_sum_8B,miu_Lib_0,miu_Lib_1,miu_Lib_2,miu_Lib_3,miu_Lib_5,miu_Lib_8
pEXG1-N30_OP-UAS_DFA,11,24,111,27,11,20,7,7,8,4,3,5,pEXG1,N30_OP,D,F,A,-0.1765478728462942,422,-0.05418379771668549,258,-0.037350457329734285,296,-0.07797275001861781,303,-0.0803118812850845,312,0.11279574964002569,222,0.048869648553394256,305,0.0459696937656779,263,0.12986601060717273,290,0.19079995003883243,389,0.11911871654033487,250,0.19814631573674396,227,-0.11536583528148985,-0.05766160367417605,0.016241934177470593,0.047419671159536075,0.16033298032300258,0.1586325161385394
pEXG1-N30_OP-UAS_DFC,630,851,1794,2053,649,837,590,1009,713,1438,702,438,pEXG1,N30_OP,D,F,C,0.12525107915872072,11144,0.07488318675456135,10387,0.2145641780610671,12759,0.20721705037265903,15707,0.3359450807175458,10073,0.3429112562367531,9321,0.34514944951397425,9249,0.36711607264315305,12201,0.43477912026703947,11143,0.3719682513374516,10989,0.4414362673969639,6963,0.40213380901266826,11468,0.10006713295664103,0.21089061421686306,0.33942816847714946,0.3561327610785636,0.40337368580224553,0.42178503820481605
pEXG1-N30_OP-UAS_DFD,262,498,376,171,349,351,360,2063,444,1201,381,528,pEXG1,N30_OP,D,F,D,-0.4445809189565153,4351,-0.4702677424076106,3711,-0.3504279819841687,6374,-0.392556667190644,6612,-0.2627766671909685,6070,-0.2638815319849747,5413,-0.2345343024417969,4952,-0.24506552015583005,6207,-0.160265077087578,6096,-0.20593291714628098,7301,-0.1251752744110105,6320,-0.14429226030187606,6285,-0.45742433068206295,-0.37149232458740633,-0.26332909958797157,-0.23979991129881348,-0.1830989971169295,-0.13473376735644327
pEXG1-N30_OP-UAS_DFE,71,217,98,278,164,17,79,236,85,68,56,126,pEXG1,N30_OP,D,F,E,-0.3765438851287767,1293,-0.31708203574865074,1044,-0.24912624658720411,2160,-0.2768190684414849,2535,-0.18699864440912317,2267,-0.20990078407781942,2005,-0.16526622029255125,1574,-0.15017243772130823,1889,-0.11910244984139105,2760,-0.15090944752651236,2277,-0.1196677855739208,1738,-0.17899150968253857,1838,-0.3468129604387137,-0.2629726575143445,-0.1984497142434713,-0.15771932900692975,-0.13500594868395172,-0.1493296476282297
pEXG1-N30_OP-UAS_DFF,300,251,321,862,165,303,182,218,554,80,110,193,pEXG1,N30_OP,D,F,F,-0.4357299663629758,3655,-0.49621768642038133,2877,-0.3505650736085753,4957,-0.3057324135940313,4819,-0.25512922599619264,4560,-0.26490653558088273,4225,-0.1786232102824883,4202,-0.2315132715171486,4243,-0.10348130609127304,4495,-0.17428101344973534,4660,-0.1058750840664267,4113,-0.1351258358906551,4475,-0.46597382639167856,-0.3281487436013033,-0.2600178807885377,-0.20506824089981845,-0.1388811597705042,-0.1205004599785409
pEXG1-N30_OP-UAS_EAA,150,68,67,176,208,33,28,3,115,53,47,115,pEXG1,N30_OP,E,A,A,-0.17140802754561332,928,-0.18321949469669516,835,-0.14190458865992286,1054,-0.13470371191503225,1050,-0.08423542395926381,1171,-0.07370068407691924,1000,0.02100592699243091,1048,-0.0004341697828872011,1030,0.04358093135525803,1203,0.03297314873825086,971,0.09826754490746531,767,0.028073406560555552,1192,-0.17731376112115424,-0.13830415028747756,-0.07896805401809152,0.010285878604771854,0.038277040046754446,0.06317047573401043
pEXG1-N30_OP-UAS_EAC,1063,1156,2476,1532,1385,2411,652,352,1802,1958,1100,1776,pEXG1,N30_OP,E,A,C,0.11932846304833344,12624,0.11372593631147446,12083,0.22749987611642986,15424,0.22750921724063336,16881,0.3712623944887918,12420,0.36170385829040075,9727,0.39531035512151547,11907,0.4116618163839026,12295,0.4665042574842379,18067,0.3932013879534775,14341,0.5095788366333055,11367,0.45283677850884346,16406,0.11652719967990395,0.2275045466785316,0.36648312638959624,0.40348608575270906,0.4298528227188577,0.4812078075710745
pEXG1-N30_OP-UAS_EAD,816,779,1661,1212,623,1597,388,776,781,875,302,1006,pEXG1,N30_OP,E,A,D,-0.4018423467932352,8369,-0.39344654404071244,6958,-0.28873212195876213,12614,-0.3239387784182352,10937,-0.19241829788689005,10226,-0.19761274654781788,9659,-0.16490295207819072,9907,-0.15186955003699004,10755,-0.0838414385808885,12814,-0.15242712456337543,12023,-0.0729837820271006,9655,-0.12818549642456945,11547,-0.39764444541697386,-0.30633545018849867,-0.19501552221735396,-0.15838625105759038,-0.11813428157213196,-0.10058463922583502
pEXG1-N30_OP-UAS_EAE,78,196,309,142,33,157,97,10,232,93,187,58,pEXG1,N30_OP,E,A,E,-0.40382482576289747,1888,-0.4455247252621484,1565,-0.2950122360773042,3494,-0.3183068393711021,2788,-0.23875636741682035,2558,-0.27359958354189423,2586,-0.18068737383648326,2114,-0.23641844920087748,2490,-0.19041910020853642,3024,-0.2142230511089807,3308,-0.16413861964446713,2779,-0.20877626833940005,2494,-0.424674775512523,-0.3066595377242032,-0.2561779754793573,-0.20855291151868038,-0.20232107565875856,-0.1864574439919336
pEXG1-N30_OP-UAS_EAF,747,994,1935,2032,763,1367,841,1682,1779,1377,1001,1291,pEXG1,N30_OP,E,A,F,-0.18526226323764644,14392,-0.18785112747685123,15114,-0.09788098705992389,22905,-0.10048520149706568,20331,0.0036568745724536965,17943,0.007010189805884078,16637,0.04384655897418395,17742,0.026605967059547098,18712,0.0997796983746202,22901,0.10282852960583222,19677,0.11871071882805462,15402,0.10049188546713421,20363,-0.18655669535724884,-0.09918309427849478,0.005333532189168887,0.035226263016865524,0.10130411399022621,0.10960130214759442
pEXG1-N30_OP-UAS_EBA,312,367,649,992,159,436,106,18,735,193,211,487,pEXG1,N30_OP,E,B,A,-0.13369667078820965,3898,-0.1736762503727713,4397,-0.0789131857438917,6283,-0.06059513160352354,6390,0.05563058305019079,5111,-0.03165923620034916,4735,0.02469279608020917,5048,-0.06851114787570929,4908,0.09437615625132864,5694,0.08205044591355543,5329,0.12735036141915348,3449,0.13870130553749824,5065,-0.15368646058049046,-0.06975415867370761,0.011985673424920816,-0.02190917589775006,0.08821330108244203,0.13302583347832586
pEXG1-N30_OP-UAS_EBC,983,982,2454,1578,1111,1882,750,131,1339,1802,1181,1418,pEXG1,N30_OP,E,B,C,0.0900604253806557,11349,0.09660054945768871,11247,0.22423633780304614,12817,0.19344767808205748,14720,0.35661047477196484,11521,0.33703377215475105,8657,0.36614190874480923,11850,0.3524781503914149,11250,0.4636069917289445,16551,0.3992767158237773,13501,0.4735773559599682,10792,0.4346859399761812,14804,0.09333048741917221,0.2088420079425518,0.34682212346335795,0.3593100295681121,0.4314418537763609,0.4541316479680747
pEXG1-N30_OP-UAS_EBD,1111,1060,2103,1857,551,549,600,241,1738,1760,994,400,pEXG1,N30_OP,E,B,D,-0.25529390283745923,12285,-0.29916458569263205,12245,-0.17822792394565456,19596,-0.21719949654644174,14547,-0.09066450168700203,15447,-0.11013510716157347,14305,-0.06068658866263872,15408,-0.08688976270175985,14898,0.03232607489610802,19787,-0.0150143455965013,14612,0.05524074922229495,13195,0.00547189694951894,16920,-0.27722924426504564,-0.19771371024604817,-0.10039980442428775,-0.07378817568219928,0.00865586464980336,0.030356323085906946
pEXG1-N30_OP-UAS_EBE,11,16,14,16,5,15,3,0,12,2,3,16,pEXG1,N30_OP,E,B,E,-0.1485054040050923,160,-0.2875921177210529,184,-0.11027697176890625,178,-0.21669004279488374,193,0.053150417963194016,123,-0.15120088356191647,163,0.02861349028476523,167,-0.07003349453905658,147,0.0002751904713965414,185,0.028347010743295674,173,0.03939646296459955,137,0.0752495394021219,170,-0.21804876086307262,-0.16348350728189498,-0.049025232799361225,-0.020710002127145674,0.014311100607346108,0.05732300118336073
pEXG1-N30_OP-UAS_EBF,997,946,2495,2344,1104,988,544,168,1449,1158,712,1725,pEXG1,N30_OP,E,B,F,-0.2633860986458632,15014,-0.299584563128289,15420,-0.17418197257129756,27196,-0.20884145605765175,20986,-0.10064776401726286,20996,-0.10297173983228293,19468,-0.07689225205564293,20367,-0.08805412857237346,19790,0.006485844850791969,26921,0.011600664899916662,21881,0.033223673503999046,15877,0.008132449756930518,22947,-0.2814853308870761,-0.19151171431447467,-0.1018097519247729,-0.0824731903140082,0.009043254875354316,0.020678061630464782
pEXG1-N30_OP-UAS_ECA,55,39,200,29,16,283,113,1,114,7,12,188,pEXG1,N30_OP,E,C,A,-0.17167252910831776,1591,-0.14494049040511453,1827,-0.06500974171559888,2379,-0.07551609546040003,2117,0.01911638167866698,1815,0.0014068679647737357,1946,0.05829098221386958,1747,0.06375821256120552,1999,0.08845335208847095,2355,0.1058771347554577,2362,0.12389520216001909,1371,0.0753939572374236,2545,-0.15830650975671615,-0.07026291858799946,0.010261624821720357,0.06102459738753755,0.09716524342196432,0.09964457969872134
pEXG1-N30_OP-UAS_ECC,270,213,491,262,247,182,154,65,227,470,119,244,pEXG1,N30_OP,E,C,C,0.04706114002780815,2971,-0.006199853040365133,2649,0.17281078168227215,3331,0.09317828190830092,3533,0.3044154637266412,2620,0.2477843427841847,2219,0.29064765839019724,2437,0.3370586253571102,2923,0.33886047776848305,2914,0.3389281635457679,2520,0.3496968714538269,1584,0.3459132142793615,2887,0.02043064349372151,0.13299453179528653,0.27609990325541295,0.3138531418736537,0.33889432065712544,0.3478050428665942
pEXG1-N30_OP-UAS_ECD,706,1103,1095,1861,371,1261,395,56,1957,1911,745,1408,pEXG1,N30_OP,E,C,D,-0.2299774920863352,11226,-0.24240352362788511,11369,-0.12150652413966115,18008,-0.15397865157066243,15569,-0.05997411006037613,15064,-0.054301509868942735,13893,-0.01652596641351705,12360,-0.002244667509763869,14072,0.05815536232544708,16164,0.03963329516199851,15442,0.05480123634743801,10705,0.04180309043656337,15652,-0.23619050785711015,-0.1377425878551618,-0.05713780996465943,-0.00938531696164046,0.04889432874372279,0.04830216339200069
pEXG1-N30_OP-UAS_ECE,74,211,134,21,5,94,20,80,106,97,105,116,pEXG1,N30_OP,E,C,E,-0.07864829151651961,1008,-0.1417758776974179,1118,-0.0025458182361367543,2416,-0.058131737724352706,1979,0.09022564665724514,1584,0.058215288358226924,1259,0.09519316718215723,1448,0.10262328894514784,1710,0.11386828026153116,1981,0.1318658890391735,1753,0.15235529522474803,1314,0.13338439682155767,1574,-0.11021208460696875,-0.03033877798024473,0.07422046750773603,0.09890822806365254,0.12286708465035234,0.14286984602315284
pEXG1-N30_OP-UAS_ECF,528,751,1300,1325,475,687,474,263,1272,1734,388,846,pEXG1,N30_OP,E,C,F,-0.45975732775541767,8104,-0.4798353180337497,6716,-0.36969301997858395,12670,-0.3953492191644626,11467,-0.2901820995153622,10909,-0.273151490527394,9866,-0.24377207896647643,10194,-0.2443484899583309,10865,-0.20466473394072743,12994,-0.20606866614646233,14493,-0.17445437280465428,10836,-0.19063995500185205,10918,-0.4697963228945837,-0.38252111957152324,-0.28166679502137815,-0.24406028446240366,-0.20536670004359486,-0.18254716390325315
pEXG1-N30_OP-UAS_EDA,133,136,253,380,109,151,94,57,225,457,369,157,pEXG1,N30_OP,E,D,A,-0.22541926216819008,2487,-0.27110754167579426,2550,-0.1666421349038708,4777,-0.21235009973297955,3108,-0.11450491411946889,3491,-0.12742550415881035,3525,-0.08473763734164932,3407,-0.1238247323567782,3423,-0.046663158217013195,4379,-0.03543698544635128,3283,0.01645423451196148,2628,-0.02225263487133416,3907,-0.24826340192199217,-0.1894961173184252,-0.12096520913913962,-0.10428118484921375,-0.04105007183168224,-0.0028992001796863415
pEXG1-N30_OP-UAS_EDC,1283,1539,2622,3697,1137,2471,1016,367,2007,2646,1702,2524,pEXG1,N30_OP,E,D,C,0.12251893144625176,16142,0.09356205648536652,16168,0.24473466656660153,20415,0.17249406041782744,21203,0.3406660528714148,16390,0.3192902972289935,12232,0.3719275637901419,15740,0.35304416826511387,16769,0.4657900854256082,23052,0.3989452399366977,17599,0.48390598338325647,14392,0.4416588739492495,20125,0.10804049396580914,0.2086143634922145,0.32997817505020416,0.3624858660276279,0.43236766268115295,0.46278242866625297
pEXG1-N30_OP-UAS_EDD,1025,1145,2524,2377,736,630,588,102,1006,1388,822,293,pEXG1,N30_OP,E,D,D,-0.4592781660919944,11202,-0.4557192264425832,9259,-0.3430276351395527,15698,-0.3901620151257744,14607,-0.2789203756730175,15904,-0.2904899788672542,13515,-0.25224577567992623,12648,-0.24798128884949538,14108,-0.17159981557293152,16597,-0.20911017855712793,19540,-0.16884398460725353,14908,-0.19509476540350867,15700,-0.4574986962672888,-0.36659482513266356,-0.28470517727013583,-0.2501135322647108,-0.19035499706502973,-0.1819693750053811
pEXG1-N30_OP-UAS_EDE,13,42,152,485,128,13,63,4,22,2,29,121,pEXG1,N30_OP,E,D,E,-0.10906218165946403,581,-0.1876238125888805,1372,-0.0172546086684317,1423,-0.07757342609162365,1079,0.05030892979372496,752,0.051380933483396035,1239,0.11357460395039741,940,0.1144680100448439,1010,0.14445356398032128,1447,0.10093103680377011,1059,0.16687204944099263,1033,0.08365840404155697,1383,-0.14834299712417226,-0.04741401738002768,0.0508449316385605,0.11402130699762066,0.12269230039204569,0.1252652267412748
pEXG1-N30_OP-UAS_EDF,756,904,1420,1437,402,1081,854,1303,1689,1545,594,1639,pEXG1,N30_OP,E,D,F,-0.5451847191325707,11929,-0.5483112479350702,10616,-0.4588166785628994,16582,-0.47959657628166996,15484,-0.3431265670473008,13764,-0.3661621831736305,12470,-0.3141040541386627,11805,-0.3150841716941784,13625,-0.26774563386697753,16027,-0.2757182944309957,18651,-0.2513961075209733,13473,-0.2550734628339339,12795,-0.5467479835338205,-0.4692066274222847,-0.35464437511046565,-0.3145941129164206,-0.2717319641489866,-0.25323478517745357
pEXG1-N30_OP-UAS_EEA,161,605,546,718,391,238,153,81,801,806,850,595,pEXG1,N30_OP,E,E,A,-0.3841415204032866,3488,-0.35276072994960744,3062,-0.2642008985365064,7018,-0.31680061471540566,5366,-0.20165465429105078,5500,-0.2205303273140049,4612,-0.1853491136907235,4469,-0.23240522273619485,5039,-0.11215476768161892,6030,-0.17962281816601036,5549,-0.09711918734944684,5061,-0.1544411178995625,5261,-0.368451125176447,-0.29050075662595604,-0.21109249080252784,-0.20887716821345917,-0.14588879292381463,-0.12578015262450468
pEXG1-N30_OP-UAS_EEC,319,285,406,172,167,600,222,14,956,478,237,993,pEXG1,N30_OP,E,E,C,0.056600846688918585,3911,0.04251496331022929,3805,0.12697925584887873,6071,0.08714607030407004,7228,0.22942439163014988,4541,0.22557073868197502,4103,0.2327911079004647,4330,0.2695331094840033,5888,0.32188123364067667,5009,0.2650997742926073,5166,0.34960469327747246,2785,0.33339670397774307,4675,0.04955790499957394,0.10706266307647438,0.22749756515606245,0.251162108692234,0.293490503966642,0.3415006986276078
pEXG1-N30_OP-UAS_EED,62,49,80,67,18,40,28,201,258,10,22,32,pEXG1,N30_OP,E,E,D,-0.520655328684105,976,-0.46573888214860454,796,-0.5187964964040791,1211,-0.5100775239582963,1123,-0.37933306548017254,1085,-0.31469358874893405,861,-0.34893212720801,852,-0.39195103020058253,1038,-0.3308036280869644,1022,-0.28697177565548215,1372,-0.31923272640793465,1078,-0.3315358752460139,797,-0.49319710541635475,-0.5144370101811877,-0.3470133271145533,-0.3704415787042963,-0.3088877018712233,-0.3253843008269743
pEXG1-N30_OP-UAS_EEE,16,138,105,86,13,90,28,541,25,31,35,116,pEXG1,N30_OP,E,E,E,-0.696078880203728,582,-0.7124138615991615,683,-0.6030586946523759,1388,-0.6459540268600719,1052,-0.5398355900798005,738,-0.6147988763149312,888,-0.6095375995618779,656,-0.5911715282978209,629,-0.5312387670657168,1221,-0.5685885608089803,949,-0.4997439156593412,574,-0.4572359542592788,466,-0.7042463709014448,-0.6245063607562239,-0.5773172331973659,-0.6003545639298494,-0.5499136639373485,-0.47848993495931
pEXG1-N30_OP-UAS_EEF,554,590,926,741,606,664,205,210,725,935,482,1135,pEXG1,N30_OP,E,E,F,-0.5764521889413385,6772,-0.5885304467079746,5926,-0.4927111746327685,9943,-0.5047342080919401,9171,-0.4109260413559008,8356,-0.4226579047861109,7555,-0.4333238569314847,6540,-0.37645681087446353,8066,-0.3401851082091516,9633,-0.3520941190062655,11410,-0.3157234190968408,8442,-0.33605742204601224,6107,-0.5824913178246566,-0.4987226913623543,-0.41679197307100585,-0.40489033390297413,-0.34613961360770856,-0.32589042057142653
pEXG1-N30_OP-UAS_EFA,217,307,407,252,122,106,133,26,223,15,360,254,pEXG1,N30_OP,E,F,A,-0.16001273508574937,3381,-0.1741146929774491,3714,-0.0726824111977615,5201,-0.025501893168730173,5194,0.06301871870425493,4309,0.056336941037248726,3956,0.08383356120507796,4150,0.08496200020796403,3998,0.15534293388821144,5153,0.12801733831170783,5067,0.18104709090626994,3145,0.0964575124225434,4692,-0.16706371403159925,-0.049092152183245835,0.05967782987075183,0.08439778070652099,0.14168013609995964,0.13875230166440666
pEXG1-N30_OP-UAS_EFC,332,245,622,308,468,191,116,121,393,32,249,393,pEXG1,N30_OP,E,F,C,0.047382142067150954,2579,0.06288085929840212,2681,0.19960558016878674,3773,0.1787396053202194,3712,0.27051310373022514,2458,0.31646545509280016,2061,0.2962416041665661,2561,0.35684212404368576,2932,0.41638190230151073,3296,0.3230086916518118,3178,0.4142384906268995,2052,0.4170441740150321,2883,0.05513150068277654,0.18917259274450307,0.29348927941151265,0.3265418641051259,0.36969529697666126,0.4156413323209658
pEXG1-N30_OP-UAS_EFD,611,661,1146,1062,830,1078,443,1412,1242,829,834,1296,pEXG1,N30_OP,E,F,D,-0.3801462344055805,7490,-0.36963375414380467,7188,-0.23616049297702107,12584,-0.2745116659635534,10148,-0.16713698646597422,11761,-0.17609273499771697,9524,-0.13099396241110395,10273,-0.14619177469581562,10038,-0.027631758715870036,14650,-0.07265208656262284,11418,-0.03944308513642929,8722,-0.032182546792619324,11470,-0.3748899942746926,-0.25533607947028725,-0.1716148607318456,-0.13859286855345979,-0.05014192263924644,-0.035812815964524305
pEXG1-N30_OP-UAS_EFF,235,364,619,272,530,663,109,856,483,228,120,494,pEXG1,N30_OP,E,F,F,-0.4098751856930599,3773,-0.3999653369067353,3334,-0.3058626683859984,6370,-0.32180663819363287,5449,-0.18798589376552233,5261,-0.20088072986211547,5328,-0.163886105025245,5148,-0.17697533640590823,6074,-0.06626857782079396,7596,-0.1106711637654268,6068,-0.04559318305140103,4656,-0.07221194065923031,5744,-0.4049202612998976,-0.31383465328981563,-0.1944333118138189,-0.17043072071557663,-0.08846987079311038,-0.05890256185531567
pEXG1-N30_OP-UAS_FAA,72,112,50,151,191,151,52,2,202,37,15,102,pEXG1,N30_OP,F,A,A,-0.08660089014760142,1424,-0.06770467871770203,1416,0.06451724453816228,1712,0.02474441264860043,2100,0.15407433680211483,1445,0.13938312009352427,1385,0.20170322239040891,1432,0.1510762266326854,1339,0.29308020891885445,1646,0.2383628185671809,1578,0.2885972019884512,887,0.21519249886146025,2137,-0.07715278443265172,0.044630828593381355,0.14672872844781953,0.17638972451154716,0.26572151374301767,0.25189485042495574
pEXG1-N30_OP-UAS_FAC,1807,2320,4054,5675,1428,3161,1363,301,3273,2300,1906,3642,pEXG1,N30_OP,F,A,C,0.24442429901134524,21607,0.21522303631019551,19144,0.3714635241448689,29380,0.3541032145091174,24762,0.522131409250802,37857,0.5006083355229156,26853,0.5660441386692149,36085,0.5321279235350846,39474,0.6883962846533587,59509,0.6314909457668548,53357,0.6929050105878573,39570,0.6478597998406819,52622,0.2298236676607704,0.3627833693269932,0.5113698723868588,0.5490860311021497,0.6599436152101068,0.6703824052142695
pEXG1-N30_OP-UAS_FAD,619,538,1820,1480,596,667,293,137,1420,490,977,1850,pEXG1,N30_OP,F,A,D,-0.20414445320436808,9573,-0.2100340087536734,9283,-0.10251542007458335,13182,-0.10977477531506724,11539,0.0036334156477088753,10024,-0.021125945203591956,9142,0.0403298700268204,10117,0.028113654433488833,9492,0.10090338649017261,10996,0.10614470165781971,10686,0.17120418625177788,6674,0.12145058202882952,11001,-0.20708923097902074,-0.1061450976948253,-0.008746264777941541,0.03422176223015461,0.10352404407399615,0.14632738414030372
pEXG1-N30_OP-UAS_FAE,41,102,82,8,146,5,22,53,59,12,32,120,pEXG1,N30_OP,F,A,E,-0.19727123175445832,633,-0.1946732198774252,652,-0.07379031636992234,1206,-0.09915920952759633,829,0.046470496922048826,817,0.0014853472256797576,913,0.07122824046725475,827,0.07314025014632508,890,0.1389054647264205,867,0.11197440000489695,877,0.10314728378885071,890,0.09791292905177315,959,-0.19597222581594176,-0.08647476294875933,0.023977922073864292,0.07218424530678991,0.12543993236565873,0.10053010642031193
